ID,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
386,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
387,2022,EN,FT,BI Data Analyst,58000,EUR,60938,DE,0,DE,L
388,2022,SE,FT,BI Developer,140000,USD,140000,US,100,US,M
389,2022,SE,FT,BI Developer,120000,USD,120000,US,100,US,M
390,2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M
391,2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M
392,2022,SE,FT,3D Computer Vision Researcher,10000,USD,10000,CA,50,AL,S
393,2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L
394,2022,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M
395,2022,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M
396,2022,SE,FT,Data Analyst,166700,USD,166700,US,0,US,M
397,2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M
398,2022,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M
399,2022,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M
400,2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
401,2022,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
402,2021,MI,FT,Data Analyst,1250000,INR,16904,IN,50,IN,L
403,2022,EN,FT,AI Scientist,200000,USD,200000,CA,50,CA,L
404,2022,EN,FT,Machine Learning Engineer,12000,USD,12000,AR,100,AR,L
405,2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M
406,2022,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M
407,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M
408,2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M
409,2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M
410,2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M
411,2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L
412,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
413,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
414,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
415,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
416,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
417,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
418,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
419,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
420,2022,SE,FT,Data Scientist,128000,USD,128000,US,0,US,M
421,2022,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M
422,2022,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M
423,2022,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
424,2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M
425,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,0,US,M
426,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
427,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
428,2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
429,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
430,2022,SE,FT,Principal Machine Learning Engineer,190000,USD,190000,US,100,US,L
431,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M
432,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M
433,2022,SE,FT,Data Analyst,201000,USD,201000,US,100,US,M
434,2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M
435,2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
436,2022,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
437,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
438,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
439,2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
440,2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M
441,2022,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M
442,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
443,2022,MI,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M
444,2022,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
445,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
446,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
447,2022,MI,FT,Machine Learning Researcher,130000,USD,130000,US,100,US,M
448,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M
449,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M
450,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M
451,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
452,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
453,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
454,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
455,2022,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M
456,2022,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
457,2022,SE,FT,Data Engineer,152500,USD,152500,US,0,US,M
458,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
459,2022,SE,FT,Data Analyst,65000,USD,65000,US,100,US,M
460,2022,SE,FT,Data Analyst,55000,USD,55000,US,100,US,M
461,2022,SE,FT,Data Engineer,178750,USD,178750,US,0,US,M
462,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
463,2022,MI,FT,Data Scientist,60000,EUR,63040,FR,100,FR,M
464,2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M
465,2022,MI,FT,Machine Learning Scientist,165000,USD,165000,US,0,US,M
466,2022,MI,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M
467,2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M
468,2022,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M
469,2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M
470,2022,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M
471,2022,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
472,2022,SE,FT,Data Scientist,95000,USD,95000,US,0,US,M
473,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M
474,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
475,2022,SE,FT,Data Engineer,197430,USD,197430,US,100,US,M
476,2022,SE,FT,Data Engineer,134760,USD,134760,US,100,US,M
477,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M
478,2022,SE,FT,Data Engineer,197000,USD,197000,US,0,US,M
479,2022,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M
480,2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M
481,2022,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M
482,2022,MI,FT,Data Engineer,105120,EUR,110446,LT,0,LT,M
483,2022,MI,FT,Data Engineer,75360,EUR,79178,LT,0,LT,M
484,2022,MI,FT,Data Science Consultant,57000,GBP,70186,GB,0,GB,M
485,2022,MI,FT,Data Science Consultant,42000,GBP,51716,GB,0,GB,M
486,2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M
487,2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
488,2020,MI,FT,Business Data Analyst,95000,USD,95000,US,0,US,M
489,2021,SE,FT,Data Analyst,115000,USD,115000,US,100,US,S
490,2022,SE,FT,Data Analyst,171000,USD,171000,US,100,AU,L
491,2022,EN,FT,Data Analytics Engineer,13000,USD,13000,AR,100,AR,S
492,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
493,2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M
494,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
495,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
496,2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M
497,2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M
498,2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S
499,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
500,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
501,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
502,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
503,2022,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M
504,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,M
505,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
506,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
507,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
508,2022,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
509,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
510,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
511,2022,SE,FT,Data Engineer,213000,USD,213000,US,0,US,M
512,2022,SE,FT,Data Engineer,152000,USD,152000,US,0,US,M
513,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
514,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M
515,2022,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M
516,2022,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
517,2022,SE,FT,Machine Learning Software Engineer,227200,USD,227200,CA,100,CA,M
518,2022,SE,FT,Machine Learning Software Engineer,168000,USD,168000,CA,100,CA,M
519,2021,EN,FT,3D Computer Vision Researcher,20000,USD,20000,AS,0,AS,M
520,2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M
521,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M
522,2022,SE,FT,ML Engineer,243000,USD,243000,US,100,US,M
523,2022,SE,FT,ML Engineer,183000,USD,183000,US,100,US,M
524,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M
525,2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M
526,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M
527,2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M
528,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
529,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
530,2022,SE,FT,Data Engineer,178000,USD,178000,CA,0,CA,M
531,2022,SE,FT,Data Engineer,132000,USD,132000,CA,0,CA,M
532,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
533,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
534,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
535,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
536,2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
537,2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M
538,2022,SE,FT,Data Analyst,75000,GBP,92350,GB,0,GB,M
539,2022,SE,FT,Data Analyst,57000,GBP,70186,GB,0,GB,M
540,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
541,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
542,2022,MI,FT,Machine Learning Researcher,137000,CAD,105236,CA,50,CA,L
543,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M
544,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M
545,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
546,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M
547,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
548,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
549,2022,EN,FT,Machine Learning Engineer,189750,USD,189750,US,0,US,M
550,2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M
551,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
552,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
553,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
554,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
555,2022,SE,FT,Research Engineer,250000,USD,250000,US,0,US,M
556,2022,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M
557,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M
558,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M
559,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
560,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
561,2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M
562,2022,SE,FT,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M
563,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
564,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
565,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
566,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
567,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
568,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
569,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M
570,2022,SE,FT,Data Engineer,40000,EUR,42026,ES,0,ES,M
571,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
572,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
573,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
574,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
575,2022,EN,FT,Machine Learning Research Engineer,63000,EUR,66192,DE,50,DE,L
576,2022,EN,FT,3D Computer Vision Researcher,50000,USD,50000,US,100,CR,S
577,2022,SE,FT,Data Engineer,230000,USD,230000,US,0,US,L
578,2022,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L
579,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M
580,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
581,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
582,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M
583,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
584,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
585,2022,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L
586,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
587,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
588,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,0,US,M
589,2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0,US,M
590,2022,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M
591,2022,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M
592,2022,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M
593,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
594,2022,SE,FT,Data Engineer,179500,USD,179500,US,0,US,M
595,2022,SE,FT,Data Engineer,134000,USD,134000,US,0,US,M
596,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M
597,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
598,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
599,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
600,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
601,2022,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
602,2022,SE,FT,Data Architect,235000,USD,235000,US,100,US,M
603,2022,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
604,2022,EN,FT,Data Science Consultant,26000,EUR,27317,ES,50,ES,L
605,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M
606,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
607,2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M
608,2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M
609,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
610,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
611,2022,MI,FT,Data Specialist,165000,USD,165000,US,0,US,M
612,2022,MI,FT,Data Specialist,135000,USD,135000,US,0,US,M
613,2022,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M
614,2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
615,2022,MI,FT,Deep Learning Engineer,70000,GBP,86193,GB,100,GB,M
616,2022,MI,FT,Deep Learning Engineer,40000,GBP,49253,GB,100,GB,M
617,2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
618,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
619,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
620,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
621,2022,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M
622,2022,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M
623,2022,EN,FL,Machine Learning Engineer,100000,USD,100000,IR,100,IR,M
624,2022,MI,FT,BI Data Analyst,100000,EUR,105066,FR,50,FR,M
625,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
626,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
627,2022,MI,FT,Analytics Engineer,85000,GBP,104663,GB,0,GB,M
628,2022,MI,FT,Analytics Engineer,60000,GBP,73880,GB,0,GB,M
629,2022,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M
630,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
631,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M
632,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M
633,2022,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M
634,2022,SE,FT,Data Scientist,107000,USD,107000,US,100,US,M
635,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
636,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
637,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
638,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
639,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
640,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
641,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M
642,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M
643,2022,MI,FT,Data Analyst,100000,USD,100000,CA,0,CA,M
644,2022,MI,FT,Data Analyst,65000,USD,65000,CA,0,CA,M
645,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
646,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
647,2022,SE,FT,Data Engineer,60000,EUR,63040,PT,0,PT,M
648,2022,SE,FT,Data Engineer,35000,EUR,36773,PT,0,PT,M
649,2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M
650,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
651,2022,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M
652,2022,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M
653,2022,SE,FT,Data Scientist,168000,USD,168000,US,100,US,M
654,2022,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
655,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M
656,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M
657,2022,MI,FT,Data Engineer,161000,USD,161000,US,100,US,M
658,2022,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M
659,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
660,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
661,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
662,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
663,2022,SE,FT,Data Science Manager,247500,USD,247500,US,0,US,M
664,2022,SE,FT,Data Science Manager,172200,USD,172200,US,0,US,M
665,2022,SE,FT,Data Management Specialist,65000,EUR,68293,IT,0,IT,L
666,2022,SE,FT,Data Analyst,177000,USD,177000,US,0,US,M
667,2022,SE,FT,Data Analyst,131000,USD,131000,US,0,US,M
668,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
669,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
670,2022,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
671,2022,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M
672,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
673,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
674,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
675,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
676,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
677,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
678,2022,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
679,2022,MI,FT,Data Engineer,65000,USD,65000,US,0,US,M
680,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
681,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
682,2022,SE,FT,Data Engineer,50000,GBP,61566,GB,100,GB,M
683,2022,SE,FT,Data Engineer,35000,GBP,43096,GB,100,GB,M
684,2022,MI,FT,Data Engineer,175000,USD,175000,US,100,US,M
685,2022,MI,FT,Data Engineer,135000,USD,135000,US,100,US,M
686,2022,EN,FT,Data Scientist,80000,USD,80000,US,0,US,M
687,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
688,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
689,2022,SE,FT,Analytics Engineer,193750,USD,193750,US,100,US,M
690,2022,SE,FT,Analytics Engineer,116250,USD,116250,US,100,US,M
691,2022,SE,FT,Data Engineer,231250,USD,231250,US,100,US,M
692,2022,SE,FT,Data Engineer,138750,USD,138750,US,100,US,M
693,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
694,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M
695,2022,SE,FT,Analytics Engineer,231250,USD,231250,US,100,US,M
696,2022,SE,FT,Analytics Engineer,138750,USD,138750,US,100,US,M
697,2022,SE,FT,Data Engineer,193750,USD,193750,US,100,US,M
698,2022,SE,FT,Data Engineer,116250,USD,116250,US,100,US,M
699,2022,SE,FT,Data Scientist,208000,USD,208000,US,100,US,M
700,2022,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M
701,2022,SE,FT,Research Scientist,300000,USD,300000,US,100,US,M
702,2022,SE,FT,Research Scientist,196000,USD,196000,US,100,US,M
703,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
704,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
705,2021,MI,FL,Autonomous Vehicle Technician,45555,USD,45555,AS,50,BS,M
706,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
707,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
708,2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M
709,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
710,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
711,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
712,2022,SE,FT,Data Scientist,205000,USD,205000,US,100,US,M
713,2022,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
714,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
715,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
716,2022,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
717,2022,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
718,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
719,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
720,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
721,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
722,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
723,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
724,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
725,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
726,2022,SE,FT,Applied Scientist,205000,USD,205000,US,100,US,M
727,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
728,2022,EN,FT,Data Scientist,6600000,HUF,17684,HU,100,HU,M
729,2022,SE,FT,Data Science Tech Lead,375000,USD,375000,US,50,US,L
730,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
731,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
732,2022,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M
733,2022,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
734,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
735,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M
736,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
737,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
738,2022,MI,FT,Machine Learning Engineer,85000,GBP,104663,GB,0,GB,M
739,2022,MI,FT,Machine Learning Engineer,65000,GBP,80036,GB,0,GB,M
740,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
741,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
742,2022,SE,FT,Data Scientist,140700,USD,140700,US,0,US,M
743,2022,SE,FT,Data Scientist,93800,USD,93800,US,0,US,M
744,2022,SE,FT,Data Scientist,350000,USD,350000,US,100,US,M
745,2022,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
746,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
747,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M
748,2022,EN,PT,BI Analyst,12000,USD,12000,MX,100,US,L
749,2022,MI,FT,Machine Learning Engineer,100000,CHF,104697,CH,100,CH,L
750,2022,EN,FT,Machine Learning Developer,33000,USD,33000,IT,100,DE,S
751,2022,EN,FT,Machine Learning Scientist,33000,EUR,34672,IT,100,DE,S
752,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,0,US,M
753,2022,SE,FT,Machine Learning Engineer,119000,USD,119000,US,0,US,M
754,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
755,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
756,2022,SE,FT,Data Analyst,154560,USD,154560,US,0,US,M
757,2022,SE,FT,Data Analyst,123648,USD,123648,US,0,US,M
758,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
759,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
760,2022,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M
761,2022,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M
762,2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M
763,2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M
764,2022,SE,FT,Data Scientist,247500,USD,247500,US,0,US,M
765,2022,SE,FT,Data Scientist,172200,USD,172200,US,0,US,M
766,2022,SE,FT,Data Scientist,177500,USD,177500,US,100,US,M
767,2022,SE,FT,Data Scientist,134000,USD,134000,US,100,US,M
768,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
769,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
770,2022,SE,FT,Data Architect,192564,USD,192564,US,100,US,M
